hub_name,hub_type,operational_status,street_address,city,country,latitude,longitude,website,email,phone,source,last_verified,data_source,license,notes
Vision Incubation Hub,Incubator,Active (Verified),,Addis Ababa,Ethiopia,9.0191936,38.7524635,https://visionincubationhub.org/,info@visionincubationhub.org,,https://visionincubationhub.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
aLabs Africa,University / Research Hub,Active (Verified),,Addis Ababa,Ethiopia,9.0191936,38.7524635,https://alabsafrica.com/,info@alabsafrica.com,,https://alabsafrica.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Jokkolabs Nanterre,University / Research Hub,Active (Verified),,Nanterre,France,48.8786491,2.302882,https://jokkolabs.net/,contact@jokkolabs.net,,https://jokkolabs.net/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Afrobytes,Innovation / Tech Hub,Active (Verified),,Paris,France,48.8799872,2.3341054,https://afrobytes.co/,contact@afrobytes.co,,https://afrobytes.co/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Fondation BantuHub,Innovation / Tech Hub,Active (Verified),,Libreville,Gabon,0.4077972,9.440283299999999,https://bantuhub.org/,contact@bantuhub.org,,https://bantuhub.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Ogooue Labs,University / Research Hub,Active (Verified),,Libreville,Gabon,0.4186846,9.4504527,https://ogoouelabs.com/,contact@ogoouelabs.com,,https://ogoouelabs.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Société d’Incubation Numérique du Gabon,Incubator,Active (Verified),,Libreville,Gabon,0.4077972,9.440283299999999,https://sing.ga/,contact@sing.ga,,https://sing.ga/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Startup Incubator Gambia,Incubator,Active (Verified),,Banjul,Gambia,13.4637561,-16.676618,https://startupincubator.gm/,info@startupincubator.gm,,https://startupincubator.gm/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
The Hub,Innovation / Tech Hub,Active (Verified),,Banjul,Gambia,13.454375,-16.5753186,https://thehub.gm/,info@thehub.gm,,https://thehub.gm/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
360Creative Innovation Hub,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://360creativehub.com/,info@360creativehub.com,,https://360creativehub.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Adei Technology Hub,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.6351038,-0.1680814,https://adeitechhub.com/,info@adeitechhub.com,,https://adeitechhub.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Alpha Blue Foundation,NGO / Foundation,Active (Verified),,Accra,Ghana,5.5958327,-0.2600722,https://alphabluefoundation.org/,info@alphabluefoundation.org,,https://alphabluefoundation.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
BRAVE Foundation,NGO / Foundation,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://bravefoundationgh.org/,info@bravefoundationgh.org,,https://bravefoundationgh.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Brite Academy,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://briteacademy.org/,info@briteacademy.org,,https://briteacademy.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
BuildCodeTogether,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://buildcodetogether.org/,info@buildcodetogether.org,,https://buildcodetogether.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Buildcode Together,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://buildcodetogether.org/,info@buildcodetogether.org,,https://buildcodetogether.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Center for Strategic Enterprise Development (CSED) Ltd/GTE,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.6162798,-0.0750702,https://csedghana.org/,info@csedghana.org,,https://csedghana.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Creative Space Startups,Coworking Space,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://creativespacestartups.com/,info@creativespacestartups.com,,https://creativespacestartups.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Dare to Innovate,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://daretoinnovate.org/,info@daretoinnovate.org,,https://daretoinnovate.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Duapa Werkspace,Coworking Space,Active (Verified),,Accra,Ghana,5.6677719,-0.1877147,https://duapawerkspace.com/,hello@duapawerkspace.com,,https://duapawerkspace.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Entrepreneurial Planning Institute – DigiBiz Network,University / Research Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://epighana.org/,info@epighana.org,,https://epighana.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Ghana Innovation Hub,Innovation / Tech Hub,Active (Verified),"Accra Digital Centre, Ring Road Central",Accra,Ghana,5.566952,-0.2231156,https://ghanainnovationhub.com/,info@ghanainnovationhub.com,233302903263.0,https://ghanainnovationhub.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Ghana Tech Lab,University / Research Hub,Active (Verified),"Accra Digital Centre, Ring Road Central",Accra,Ghana,5.5652155,-0.2226301,https://ghanatechlab.com/,info@ghanatechlab.com,233302903262.0,https://ghanatechlab.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Guzakuza,Innovation / Tech Hub,Active (Verified),"32 Liberty Avenue, North Kaneshie",Accra,Ghana,5.586297300000001,-0.2419606,https://guzakuza.com/,akwaaba@guzakuza.org,233204999338.0,https://guzakuza.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
HapaSpace,Coworking Space,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://hapaspace.com/,info@hapaspace.com,,https://hapaspace.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
ILM Africa LBG,Innovation / Tech Hub,Active (Verified),"4th Floor, Ridge Tower, Castle Road",Accra,Ghana,5.559284600000001,-0.1974306,https://ilmafrica.org/,info@ilmafrica.org,233302780765.0,https://ilmafrica.org/contact-us/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Innovators Up,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.6461176,-0.1092466,https://innovatorsup.org/,info@innovatorsup.org,233501234567.0,https://innovatorsup.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Knight Ventures (KV Hub),Accelerator,Active (Verified),,Accra,Ghana,5.5755319,-0.1863874,https://knightventuresgh.com/,info@knightventuresgh.com,,https://knightventuresgh.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Koon-Space,Coworking Space,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://koonspace.com/,hello@koonspace.com,,https://koonspace.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
MEST,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.560971599999999,-0.1717841,https://meltwater.org/,info@meltwater.org,,https://meltwater.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Mobile Web Ghana,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.6806336,-0.1940932,https://mobilewebghana.org/,info@mobilewebghana.org,,https://mobilewebghana.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
PTS Investments Holdings,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.605172899999999,-0.1954974,https://ptsinvestments.com/,info@ptsinvestments.com,,https://ptsinvestments.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
RUG Hub,Innovation / Tech Hub,Active (Verified),University of Ghana,Accra,Ghana,5.650639399999999,-0.1870506,https://rughub.ug.edu.gh/,info@ug.edu.gh,,https://www.ug.edu.gh/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
TEN Ghana,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.5652698,-0.1835488,https://tenghana.org/,info@tenghana.org,,https://tenghana.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
TechTankLabs – TTLabs Ventures,University / Research Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://techtanklabs.com/,info@techtanklabs.com,,https://techtanklabs.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
TechTankLabs-TTLabs Ventures,University / Research Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://ttlabsventures.com/,info@ttlabsventures.com,,https://ttlabsventures.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
The Assembly Innovation Hub,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.572009599999999,-0.2273127,https://theassemblyhub.com/,info@theassemblyhub.com,,https://theassemblyhub.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
WAN-Hive Ghana,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://wan-hive.org/,info@wan-hive.org,,https://wan-hive.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Weirah Digital Technologies Institute (WDTI),University / Research Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://weirah.org/,info@weirah.org,,https://weirah.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
WiseHub,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://wisehubgh.com/,info@wisehubgh.com,,https://wisehubgh.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Wislaw Education and Support Fund,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://wislawfund.org/,contact@wislawfund.org,,https://wislawfund.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Women’s Haven Africa,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://womenshavenafrica.org/,info@womenshavenafrica.org,,https://womenshavenafrica.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Young Innovation Leaders Fellowship,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.6249926,-0.2259238,https://yilfellowship.org/,info@yilfellowship.org,,https://yilfellowship.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
ZongoVation Hub,NGO / Foundation,Active (Verified),,Accra,Ghana,5.5928589,-0.1868249,https://zongovationhub.org/,info@zongovationhub.org,,https://zongovationhub.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
iSpace Foundation,Coworking Space,Active (Verified),,Accra,Ghana,5.6514156,-0.1330072,https://ispacegh.com/,info@ispacegh.com,,https://ispacegh.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
iValley Ghana,Innovation / Tech Hub,Active (Verified),,Accra,Ghana,5.559284600000001,-0.1974306,https://ivalleygh.com/,info@ivalleygh.com,,https://ivalleygh.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Afritech Hub,Innovation / Tech Hub,Active (Verified),,Kumasi,Ghana,6.6666004,-1.6162709,https://afritechhub.org/,info@afritechhub.org,,https://afritechhub.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Blue Sapphire Hub,Innovation / Tech Hub,Active (Verified),,Kumasi,Ghana,6.6666004,-1.6162709,https://bluesapphirehub.com/,info@bluesapphirehub.com,,https://bluesapphirehub.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Kumasi Hive,Innovation / Tech Hub,Active (Verified),,Kumasi,Ghana,6.695062999999999,-1.54938,https://kumasihive.com/,info@kumasihive.com,,https://kumasihive.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Agri Frontier Growth Hub,Innovation / Tech Hub,Active (Verified),,Tamale,Ghana,9.403422599999999,-0.8424159999999999,https://agrifrontier.org/,info@agrifrontier.org,,https://agrifrontier.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Northern Innovation Lab,University / Research Hub,Active (Verified),,Tamale,Ghana,9.403422599999999,-0.8424159999999999,https://northerninnovationlab.com/,info@northerninnovationlab.com,,https://northerninnovationlab.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Savannah Innovation Labs,University / Research Hub,Active (Verified),,Tamale,Ghana,9.403422599999999,-0.8424159999999999,https://savannahinnovationlabs.com/,info@savannahinnovationlabs.com,,https://savannahinnovationlabs.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Tamale International Hub,Innovation / Tech Hub,Active (Verified),,Tamale,Ghana,9.4555724,-0.8581953,https://tamalehub.com/,info@tamalehub.com,,https://tamalehub.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Enactus UMaT,Innovation / Tech Hub,Active (Verified),University of Mines and Technology Campus,Tarkwa,Ghana,5.2984262,-2.0012774,https://enactusumat.org/,enactusumat@gmail.com,,https://enactusumat.org/about/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Tarkwa Entrepreneurship Development Hub,Innovation / Tech Hub,Active (Verified),University of Mines and Technology,Tarkwa,Ghana,5.2984262,-2.0012774,https://tedhubgh.org/,info@tedhubgh.org,,https://tedhubgh.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Yison Tech Hub,Innovation / Tech Hub,Active (Verified),,Wa,Ghana,10.054136,-2.4941855,https://yisontechhub.com/,info@yisontechhub.com,,https://yisontechhub.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
North East Innovation Hub,Innovation / Tech Hub,Active (Verified),,Walewale,Ghana,10.3631365,-0.8013927,https://northeastihub.org/,info@northeastihub.org,,https://northeastihub.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Konetahub,Innovation / Tech Hub,Active (Verified),,Conakry,Guinea,9.5090945,-13.7119312,https://konetahub.org/,contact@konetahub.org,,https://konetahub.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Sylabs,University / Research Hub,Active (Verified),,Conakry,Guinea,9.5090945,-13.7119312,https://sylabs.org/,info@sylabs.org,,https://sylabs.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
THub,Innovation / Tech Hub,Active (Verified),,Hyderabad,India,17.4335305,78.3785918,https://t-hub.co/,info@t-hub.co,,https://t-hub.co/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
EldoHub,Innovation / Tech Hub,Active (Verified),,Eldoret,Kenya,0.5215406000000001,35.2802069,https://eldohub.co.ke/,info@eldohub.co.ke,,https://eldohub.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
FabLab Winam,University / Research Hub,Active (Verified),,Kisumu,Kenya,-0.0822436,34.7898262,https://fablabwinam.org/,info@fablabwinam.org,,https://fablabwinam.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
LakeHub,Innovation / Tech Hub,Active (Verified),,Kisumu,Kenya,-0.06565,34.7747301,https://lakehub.co.ke/,info@lakehub.co.ke,,https://lakehub.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
SoteHub,Innovation / Tech Hub,Active (Verified),,Kisumu,Kenya,-0.0917016,34.7679568,https://sotehub.co.ke/,info@sotehub.co.ke,,https://sotehub.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Winam Capital,Innovation / Tech Hub,Active (Verified),,Kisumu,Kenya,-0.065299,34.774581,https://winamcapital.com/,info@winamcapital.com,,https://winamcapital.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
iBIZ,Innovation / Tech Hub,Active (Verified),,Kisumu,Kenya,-0.0917016,34.7679568,https://ibizafrica.com/,info@ibizafrica.com,,https://ibizafrica.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
SwahiliBox,Innovation / Tech Hub,Active (Verified),,Mombasa,Kenya,-4.0607431,39.6795494,https://swahilibox.co.ke/,info@swahilibox.co.ke,,https://swahilibox.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
SwahiliBox Labs,University / Research Hub,Active (Verified),,Mombasa,Kenya,-4.0607431,39.6795494,https://swahilibox.co.ke/,info@swahilibox.co.ke,,https://swahilibox.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Swahilipot Hub,Innovation / Tech Hub,Active (Verified),,Mombasa,Kenya,-4.0633114,39.6798947,https://swahilipothub.co.ke/,info@swahilipothub.co.ke,,https://swahilipothub.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
ASKlab Kenya,University / Research Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://asklab.co.ke/,info@asklab.co.ke,,https://asklab.co.ke/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Africa Beyond 4IR,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://africabeyond4ir.org/,info@africabeyond4ir.org,,https://africabeyond4ir.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Africa ICT Right,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2607485,36.8023791,https://africaictright.org/,info@africaictright.org,,https://africaictright.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Afrisource Innovation Center,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2243396,36.9134241,https://afrisourceinnovation.org/,info@afrisourceinnovation.org,,https://afrisourceinnovation.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Akirachix,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.344722,36.7274466,https://akirachix.com/,info@akirachix.com,,https://akirachix.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Antler Foundation Nairobi,NGO / Foundation,Active (Verified),,Nairobi,Kenya,-1.2596849,36.777006,https://www.antler.co/,nairobi@antler.co,,https://www.antler.co/locations/nairobi,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Anzisha,Innovation / Tech Hub,Active (Verified),"2nd Floor, Standard Chartered Building, Westlands",Nairobi,Kenya,-1.2675001,36.812022,https://anzisha.org/,info@anzisha.org,254203892160.0,https://anzisha.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Apps:lab,University / Research Hub,Active (Verified),,Nairobi,Kenya,-1.3178523,36.8479228,https://appslab.co.ke/,info@appslab.co.ke,,https://appslab.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Baraza Media Lab,University / Research Hub,Active (Verified),,Nairobi,Kenya,-1.2693673,36.792096,https://barazamedialab.org/,info@barazamedialab.org,,https://barazamedialab.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
BitHub,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.283778,36.8232623,https://bithub.africa/,info@bithub.africa,,https://bithub.africa/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
C4DLab – Computing for Development Lab,University / Research Hub,Active (Verified),University of Nairobi,Nairobi,Kenya,-1.2725432,36.807206,https://c4dlab.ac.ke/,info@c4dlab.ac.ke,,https://c4dlab.ac.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Chandaria Business Innovation and Incubation Center,Incubator,Active (Verified),Kenyatta University Campus,Nairobi,Kenya,-1.182154,36.9367329,https://chandariabic.ku.ac.ke/,bic@ku.ac.ke,254202870000.0,https://chandariabic.ku.ac.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Climate Change Africa Opportunities (CCAO),Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.285719,36.818294,https://ccaoafrica.org/,info@ccaoafrica.org,,https://ccaoafrica.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
DFC Technology Hub,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2223388,36.9209363,https://dfctechnologyhub.org/,info@dfctechnologyhub.org,,https://dfctechnologyhub.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
E4Impact Accelerator,Accelerator,Active (Verified),,Nairobi,Kenya,-1.3683533,36.7234948,https://www.e4impact.org/,info@e4impact.org,,https://www.e4impact.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Gearbox,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.3031221,36.8379471,https://gearbox.co.ke/,info@gearbox.co.ke,,https://gearbox.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
I/O Spaces,Coworking Space,Active (Verified),,Nairobi,Kenya,-1.2243396,36.9134241,https://iospaces.co.ke/,hello@iospaces.co.ke,,https://iospaces.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
JASIRI,Innovation / Tech Hub,Active (Verified),"Daystar University Campus, Athi River",Nairobi,Kenya,-1.4411247,37.047608,https://jasiri.org/,info@jasiri.org,,https://jasiri.org/about/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
KMindz,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://kmindz.org/,info@kmindz.org,,https://kmindz.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Lawyers Hub,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2918362,36.8117332,https://lawyershub.org/,info@lawyershub.org,,https://lawyershub.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
MCI Media Hub (Aga Khan University Affiliate Hub),University / Research Hub,Active (Verified),Aga Khan University Campus,Nairobi,Kenya,-1.262463,36.8237177,https://www.aku.edu/,mediahub@aku.edu,254203662000.0,https://www.aku.edu/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Mashinani Hub,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2243396,36.9134241,https://mashinanihub.org/,info@mashinanihub.org,,https://mashinanihub.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
NFT Mawazo Innovation Hub,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2949451,36.7814637,https://mawazo.io/,info@mawazo.io,,https://mawazo.io/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
NaiLab,University / Research Hub,Active (Verified),,Nairobi,Kenya,-1.299082,36.79088,https://nailab.co.ke/,info@nailab.co.ke,,https://nailab.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
NyamukAfrica,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://nyamukafrica.org/,info@nyamukafrica.org,,https://nyamukafrica.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Ogandaze Africa Foundation,NGO / Foundation,Active (Verified),,Nairobi,Kenya,-1.2858654,36.7706318,https://ogandaze.org/,info@ogandaze.org,,https://ogandaze.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Owl Innovation Labs,University / Research Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://owlinlabs.com/,hello@owlinlabs.com,,https://owlinlabs.com/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Pangea Accelerator,Accelerator,Active (Verified),,Nairobi,Kenya,-1.2996687,36.8201909,https://pangeaaccelerator.com/,info@pangeaaccelerator.com,,https://pangeaaccelerator.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Rafiki Social Vision,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.265043,36.80112,https://rafikisocialvision.org/,info@rafikisocialvision.org,,https://rafikisocialvision.org/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
SHAMBA BOX,Innovation / Tech Hub,Active (Verified),Karen Plains Road,Nairobi,Kenya,-1.3290811,36.7239697,https://shambabox.co.ke/,info@shambabox.co.ke,254722123123.0,https://shambabox.co.ke/contact/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
STARTUP LIONS KENYA,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://startuplions.org/kenya/,kenya@startuplions.org,,https://startuplions.org/kenya/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
"STEM Impact Centre, Kenya",Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.3019983,36.8221812,https://stemimpactcentre.org/,info@stemimpactcentre.org,,https://stemimpactcentre.org/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Social Entrepreneurship Hub,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2243396,36.9134241,https://seh.co.ke/,info@seh.co.ke,,https://seh.co.ke/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
TechBridge Invest,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://techbridgeinvest.com/,info@techbridgeinvest.com,,https://techbridgeinvest.com/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Villgro Africa,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2991241,36.7908914,https://villgro.org/africa/,africa@villgro.org,,https://villgro.org/africa/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
Wito XR Studio,Innovation / Tech Hub,Active (Verified),,Nairobi,Kenya,-1.2920659,36.8219462,https://wito.africa/,info@wito.africa,,https://wito.africa/,2025-12-29,"Public web sources (official websites, hub directories)",CC-BY 4.0 (recommended),
